date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:21:57	3082/3082	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202024%2000:54:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Group-236.svg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Group-236.svg	(from https://bfarm.com/)
17:21:57	30413/30413	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:21:56%20GMT	https://bfarm.com/our-community/	C:/My%20Web%20Sites/Samuel/bfarm.com/our-community/index.html	(from https://bfarm.com/)
17:21:57	40644/40644	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:21:57%20GMT	https://bfarm.com/our-crops/	C:/My%20Web%20Sites/Samuel/bfarm.com/our-crops/index.html	(from https://bfarm.com/)
17:21:57	2950/2950	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202024%2000:54:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Group-238.svg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Group-238.svg	(from https://bfarm.com/)
17:21:57	31173/31173	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:21:58%20GMT	https://bfarm.com/california-crops/	C:/My%20Web%20Sites/Samuel/bfarm.com/california-crops/index.html	(from https://bfarm.com/)
17:21:58	1762881/1762881	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Apr%202024%2000:55:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/our-crops-background.png	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/our-crops-background.png	(from https://bfarm.com/)
17:21:59	1668/1668	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2020%20Apr%202024%2000:54:32%20GMT	https://bfarm.com/wp-content/uploads/2023/06/Group-239.svg	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/uploads/2023/06/Group-239.svg	(from https://bfarm.com/)
17:21:59	31245/31245	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:21:59%20GMT	https://bfarm.com/cotton/	C:/My%20Web%20Sites/Samuel/bfarm.com/cotton/index.html	(from https://bfarm.com/)
17:21:59	31019/31019	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:21:59%20GMT	https://bfarm.com/organic-crops/	C:/My%20Web%20Sites/Samuel/bfarm.com/organic-crops/index.html	(from https://bfarm.com/)
17:21:59	30727/30727	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:21:59%20GMT	https://bfarm.com/crop-partners/	C:/My%20Web%20Sites/Samuel/bfarm.com/crop-partners/index.html	(from https://bfarm.com/)
17:21:59	4776/4776	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Nov%202024%2014:24:59%20GMT	https://bfarm.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://bfarm.com/)
17:22:00	33331/33331	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:00%20GMT	https://bfarm.com/stewardship/	C:/My%20Web%20Sites/Samuel/bfarm.com/stewardship/index.html	(from https://bfarm.com/)
17:22:00	9141/9141	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202024%2001:12:36%20GMT	https://bfarm.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-includes/js/dist/i18n.minc33c.js	(from https://bfarm.com/)
17:22:00	32919/32919	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:01%20GMT	https://bfarm.com/the-land/	C:/My%20Web%20Sites/Samuel/bfarm.com/the-land/index.html	(from https://bfarm.com/)
17:22:00	29897/29897	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:01%20GMT	https://bfarm.com/renewable-energy/	C:/My%20Web%20Sites/Samuel/bfarm.com/renewable-energy/index.html	(from https://bfarm.com/)
17:22:00	29891/29891	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:01%20GMT	https://bfarm.com/our-employees/	C:/My%20Web%20Sites/Samuel/bfarm.com/our-employees/index.html	(from https://bfarm.com/)
17:22:01	34059/34059	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:01%20GMT	https://bfarm.com/farm-management/	C:/My%20Web%20Sites/Samuel/bfarm.com/farm-management/index.html	(from https://bfarm.com/)
17:22:01	12512/12512	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20May%202025%2005:11:57%20GMT	https://bfarm.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.0.6	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/plugins/contact-form-7/includes/swv/js/indexfc7a.js	(from https://bfarm.com/)
17:22:02	39253/39253	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:02%20GMT	https://bfarm.com/news/	C:/My%20Web%20Sites/Samuel/bfarm.com/news/index.html	(from https://bfarm.com/)
17:22:02	39395/39395	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:02%20GMT	https://bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/	C:/My%20Web%20Sites/Samuel/bfarm.com/rebecca-burgesss-quest-to-transform-cotton-into-a-regenerative-crop/index.html	(from https://bfarm.com/)
17:22:02	13452/13452	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2030%20May%202025%2005:11:57%20GMT	https://bfarm.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.0.6	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/plugins/contact-form-7/includes/js/indexfc7a.js	(from https://bfarm.com/)
17:22:02	36040/36040	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:03%20GMT	https://bfarm.com/contact/	C:/My%20Web%20Sites/Samuel/bfarm.com/contact/index.html	(from https://bfarm.com/)
17:22:03	37739/37739	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:03%20GMT	https://bfarm.com/farm-tech-depends-on-broadband-access/	C:/My%20Web%20Sites/Samuel/bfarm.com/farm-tech-depends-on-broadband-access/index.html	(from https://bfarm.com/)
17:22:03	39144/39144	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:03%20GMT	https://bfarm.com/how-bowles-farming-company-supports-people-and-birds-even-during-a-pandemic/	C:/My%20Web%20Sites/Samuel/bfarm.com/how-bowles-farming-company-supports-people-and-birds-even-during-a-pandemic/index.html	(from https://bfarm.com/)
17:22:03	30771/30771	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Aug%202025%2016:22:04%20GMT	https://bfarm.com/terms-of-service/	C:/My%20Web%20Sites/Samuel/bfarm.com/terms-of-service/index.html	(from https://bfarm.com/)
17:22:03	163297/163297	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2020%20Apr%202024%2000:49:47%20GMT	https://bfarm.com/wp-content/themes/bowles/main.js?ver=1	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/main68b3.js	(from https://bfarm.com/)
17:22:04	5/5	---M--	200	added ('OK')	text/css	etag:%22683e5dbd-5%22	https://p.typekit.net/p.css?s=1&k=llu2hoz&ht=tk&f=49648.49649.49650.49651.49652.49654.51655&a=154091648&app=typekit&e=css	C:/My%20Web%20Sites/Samuel/p.typekit.net/p8f96.css	(from https://use.typekit.net/llu2hoz.css)
17:22:05	21016/21016	---M--	200	added ('OK')	application/font-woff2	etag:%227fb7729002a9fc15e6f9d6855ad9ee196e6701d8%22	https://use.typekit.net/af/912a6a/00000000000000007735fae9/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/912a6a/00000000000000007735fae9/30/le196	(from https://use.typekit.net/llu2hoz.css)
17:22:06	21412/21412	---M--	200	added ('OK')	application/font-woff	etag:%227fb7729002a9fc15e6f9d6855ad9ee196e6701d8%22	https://use.typekit.net/af/912a6a/00000000000000007735fae9/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/912a6a/00000000000000007735fae9/30/de196	(from https://use.typekit.net/llu2hoz.css)
17:22:07	32908/32908	---M-Z	200	added ('OK')	font/opentype	etag:W/%227fb7729002a9fc15e6f9d6855ad9ee196e6701d8%22	https://use.typekit.net/af/912a6a/00000000000000007735fae9/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/912a6a/00000000000000007735fae9/30/ae196	(from https://use.typekit.net/llu2hoz.css)
17:22:07	20968/20968	---M--	200	added ('OK')	application/font-woff2	etag:%229a0ffae87e973ed03ec12b7f0c2611d8f0108dcd%22	https://use.typekit.net/af/c2fe50/00000000000000007735faea/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/c2fe50/00000000000000007735faea/30/le003	(from https://use.typekit.net/llu2hoz.css)
17:22:07	21404/21404	---M--	200	added ('OK')	application/font-woff	etag:%229a0ffae87e973ed03ec12b7f0c2611d8f0108dcd%22	https://use.typekit.net/af/c2fe50/00000000000000007735faea/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/c2fe50/00000000000000007735faea/30/de003	(from https://use.typekit.net/llu2hoz.css)
17:22:08	33120/33120	---M-Z	200	added ('OK')	font/opentype	etag:W/%229a0ffae87e973ed03ec12b7f0c2611d8f0108dcd%22	https://use.typekit.net/af/c2fe50/00000000000000007735faea/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/c2fe50/00000000000000007735faea/30/ae003	(from https://use.typekit.net/llu2hoz.css)
17:22:08	21060/21060	---M--	200	added ('OK')	application/font-woff2	etag:%22f6dd8b7b35d859dbe4062557171c4ea39aff25d6%22	https://use.typekit.net/af/91edd4/00000000000000007735faeb/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/91edd4/00000000000000007735faeb/30/l5bba	(from https://use.typekit.net/llu2hoz.css)
17:22:08	21660/21660	---M--	200	added ('OK')	application/font-woff	etag:%22f6dd8b7b35d859dbe4062557171c4ea39aff25d6%22	https://use.typekit.net/af/91edd4/00000000000000007735faeb/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/91edd4/00000000000000007735faeb/30/d5bba	(from https://use.typekit.net/llu2hoz.css)
17:22:09	33492/33492	---M-Z	200	added ('OK')	font/opentype	etag:W/%22f6dd8b7b35d859dbe4062557171c4ea39aff25d6%22	https://use.typekit.net/af/91edd4/00000000000000007735faeb/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/91edd4/00000000000000007735faeb/30/a5bba	(from https://use.typekit.net/llu2hoz.css)
17:22:09	21432/21432	---M--	200	added ('OK')	application/font-woff2	etag:%227d24b2139b3bf939fb1ff7727629d8578a0880a5%22	https://use.typekit.net/af/f3b3e0/00000000000000007735faec/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/f3b3e0/00000000000000007735faec/30/l652f	(from https://use.typekit.net/llu2hoz.css)
17:22:10	21892/21892	---M--	200	added ('OK')	application/font-woff	etag:%227d24b2139b3bf939fb1ff7727629d8578a0880a5%22	https://use.typekit.net/af/f3b3e0/00000000000000007735faec/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/f3b3e0/00000000000000007735faec/30/d652f	(from https://use.typekit.net/llu2hoz.css)
17:22:10	34080/34080	---M-Z	200	added ('OK')	font/opentype	etag:W/%227d24b2139b3bf939fb1ff7727629d8578a0880a5%22	https://use.typekit.net/af/f3b3e0/00000000000000007735faec/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/f3b3e0/00000000000000007735faec/30/a652f	(from https://use.typekit.net/llu2hoz.css)
17:22:11	21772/21772	---M--	200	added ('OK')	application/font-woff2	etag:%22bfd45ea239ea5241f2a3a4c511039c3e8a115693%22	https://use.typekit.net/af/a214a0/00000000000000007735faed/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/a214a0/00000000000000007735faed/30/l7238	(from https://use.typekit.net/llu2hoz.css)
17:22:12	22084/22084	---M--	200	added ('OK')	application/font-woff	etag:%22bfd45ea239ea5241f2a3a4c511039c3e8a115693%22	https://use.typekit.net/af/a214a0/00000000000000007735faed/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/a214a0/00000000000000007735faed/30/d7238	(from https://use.typekit.net/llu2hoz.css)
17:22:12	34456/34456	---M-Z	200	added ('OK')	font/opentype	etag:W/%22bfd45ea239ea5241f2a3a4c511039c3e8a115693%22	https://use.typekit.net/af/a214a0/00000000000000007735faed/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n8&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/a214a0/00000000000000007735faed/30/a7238	(from https://use.typekit.net/llu2hoz.css)
17:22:12	22372/22372	---M--	200	added ('OK')	application/font-woff2	etag:%224074045b0ec788101ff4dac0bf189d0456af76c1%22	https://use.typekit.net/af/49e098/00000000000000007735faef/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n9&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/49e098/00000000000000007735faef/30/lc150	(from https://use.typekit.net/llu2hoz.css)
17:22:12	22812/22812	---M--	200	added ('OK')	application/font-woff	etag:%224074045b0ec788101ff4dac0bf189d0456af76c1%22	https://use.typekit.net/af/49e098/00000000000000007735faef/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n9&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/49e098/00000000000000007735faef/30/dc150	(from https://use.typekit.net/llu2hoz.css)
17:22:12	35388/35388	---M-Z	200	added ('OK')	font/opentype	etag:W/%224074045b0ec788101ff4dac0bf189d0456af76c1%22	https://use.typekit.net/af/49e098/00000000000000007735faef/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n9&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/49e098/00000000000000007735faef/30/ac150	(from https://use.typekit.net/llu2hoz.css)
17:22:13	22168/22168	---M--	200	added ('OK')	application/font-woff2	etag:%228aea03fc758df5254a4f9abd77e85439d5ea15e2%22	https://use.typekit.net/af/028cec/0000000000000000774b9f45/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i9&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/028cec/0000000000000000774b9f45/30/lca71	(from https://use.typekit.net/llu2hoz.css)
17:22:14	22672/22672	---M--	200	added ('OK')	application/font-woff	etag:%228aea03fc758df5254a4f9abd77e85439d5ea15e2%22	https://use.typekit.net/af/028cec/0000000000000000774b9f45/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i9&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/028cec/0000000000000000774b9f45/30/dca71	(from https://use.typekit.net/llu2hoz.css)
17:22:15	34420/34420	---M-Z	200	added ('OK')	font/opentype	etag:W/%228aea03fc758df5254a4f9abd77e85439d5ea15e2%22	https://use.typekit.net/af/028cec/0000000000000000774b9f45/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i9&v=3	C:/My%20Web%20Sites/Samuel/use.typekit.net/af/028cec/0000000000000000774b9f45/30/aca71	(from https://use.typekit.net/llu2hoz.css)
17:22:17	48220/48220	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:28%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-ExtraLight.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-ExtraLight.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:18	48856/48856	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:29%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-Light.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-Light.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:19	49008/49008	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:29%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/Muli.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/Muli.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:21	49272/49272	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:29%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-SemiBold.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-SemiBold.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:22	52836/52836	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:28%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-Bold.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/Muli-Bold.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:23	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.eot	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:23	204814/204814	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900d41d.eot	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:25	80300/80300	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202024%2001:22:28%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.woff2	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:27	104280/104280	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202024%2001:22:28%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.woff	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:28	204528/204528	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:28%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-solid-900.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:28	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.eot	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:29	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400d41d.eot	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:30	13548/13548	---M--	200	added ('OK')	font/woff2	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.woff2	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:31	16772/16772	---M--	200	added ('OK')	font/woff	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.woff	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:33	34052/34052	---MCZ	200	added ('OK')	font/ttf	date:Sat,%2020%20Apr%202024%2001:22:27%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-regular-400.ttf	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:35	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Apr%202024%2001:22:26%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.eot	(from https://bfarm.com/wp-content/themes/bowles/style.css)
17:22:37	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Apr%202024%2001:22:26%20GMT	https://bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/Samuel/bfarm.com/wp-content/themes/bowles/assets/fonts/fa-brands-400d41d.eot	(from https://bfarm.com/wp-content/themes/bowles/style.css)
